FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,CombinedPercent,CombinedGrade
Rep. Josh Moore (r),"Moore, Josh",Josh,Moore,R,Hillsborough,21,Hillsborough-21,377252,46,46,44,0,2,0,112,109.5,4.3,97.8,A+,1.5,99.1,A+
Rep. Dan Hynes (r),"Hynes, Dan",Dan,Hynes,R,Hillsborough,21,Hillsborough-21,408333,46,46,38,0,8,0,112,105,17.4,93.8,A,5.5,98.7,A+
Rep. Chris True (r),"True, Chris",Chris,1,R,Rockingham,4,Rockingham-4,377268,46,46,45,1,0,0,112,110,0,98.2,A+,0.5,98.6,A+
Rep. Raymond Howard (r),"Howard, Raymond",Raymond,Howard,R,Belknap,8,Belknap-8,377237,46,46,44,0,2,0,112,110,4.3,98.2,A+,0,98.2,A+
Rep. Jason Osborne (r),"Osborne, Jason",Jason,Osborne,R,Rockingham,4,Rockingham-4,377253,46,46,43,0,3,0,112,109,6.5,97.3,A+,0,97.3,A+
Rep. Herbert Vadney (r),"Vadney, Herbert",Herbert,Vadney,R,Belknap,2,Belknap-2,377184,46,46,44,2,0,0,112,107,0,95.5,A,2,97.3,A+
Rep. Norman Silber (r),"Silber, Norman",Norman,Silber,R,Belknap,2,Belknap-2,408258,46,46,44,1,1,0,112,108.5,2.2,96.9,A,0,96.9,A
Rep. John O'Day (r),"O'Day, John",John,O'Day,R,Cheshire,11,Cheshire-11,408284,46,46,43,2,1,0,112,106,2.2,94.6,A,2.5,96.8,A
Rep. David Murotake (r),"Murotake, David",David,Murotake,R,Hillsborough,32,Hillsborough-32,377151,46,46,42,2,2,0,112,105,4.3,93.8,A,3,96.5,A
Rep. Howard Pearl (r),"Pearl, Howard",Howard,Pearl,R,Merrimack,26,Merrimack-26,408383,46,46,40,5,1,0,112,102,2.2,91.1,A-,6,96.5,A
Rep. Bart Fromuth (r),"Fromuth, Bart",Bart,Fromuth,R,Hillsborough,7,Hillsborough-7,377229,46,46,43,0,3,0,112,107,6.5,95.5,A,1,96.4,A
Rep. John Lewicke (r),"Lewicke, John",John,Lewicke,R,Hillsborough,26,Hillsborough-26,408346,46,46,44,2,0,0,112,108,0,96.4,A,0,96.4,A
Rep. Michael Harrington (r),"Harrington, Michael",Michael,Harrington,R,Strafford,3,Strafford-3,376347,46,46,39,0,7,0,112,105,15.2,93.8,A,2.5,96,A
Rep. Andrew Renzullo (r),"Renzullo, Andrew",Andrew,Renzullo,R,Hillsborough,37,Hillsborough-37,376618,46,46,43,1,2,0,112,107.5,4.3,96,A,0,96,A
Rep. Kevin Scully (r),"Scully, Kevin",Kevin,Scully,R,Hillsborough,33,Hillsborough-33,408351,46,46,42,4,0,0,112,106,0,94.6,A,1.5,95.9,A
Rep. Lino Avellani (r),"Avellani, Lino",Lino,Avellani,R,Carroll,5,Carroll-5,377205,46,46,45,1,0,0,112,110,0,98.2,A+,-3,95.5,A
Rep. Thomas Kaczynski (r),"Kaczynski, Thomas",Thomas,Kaczynski,R,Strafford,22,Strafford-22,377241,46,46,41,0,5,0,112,105,10.9,93.8,A,0,93.8,A
Rep. David Bates (r),"Bates, David",David,Bates,R,Rockingham,7,Rockingham-7,376794,46,46,42,2,2,0,112,104.5,4.3,93.3,A,0,93.3,A
Rep. Jeanine Notter (r),"Notter, Jeanine",Jeanine,Notter,R,Hillsborough,21,Hillsborough-21,376991,46,46,42,3,1,0,112,104.5,2.2,93.3,A,0,93.3,A
Rep. Laurie Sanborn (r),"Sanborn, Laurie",Laurie,Sanborn,R,Hillsborough,41,Hillsborough-41,377016,46,46,41,1,4,0,112,104.5,8.7,93.3,A,0,93.3,A
Rep. Jordan Ulery (r),"Ulery, Jordan",Jordan,Ulery,R,Hillsborough,37,Hillsborough-37,376635,46,46,42,2,2,0,112,104.5,4.3,93.3,A,0,93.3,A
Rep. Glen Aldrich (r),"Aldrich, Glen",Glen,Aldrich,R,Belknap,2,Belknap-2,377203,46,46,43,2,1,0,112,104,2.2,92.9,A,0,92.9,A
Rep. Rick Christie (r),"Christie, Rick",Rick,Christie,R,Hillsborough,6,Hillsborough-6,377214,46,46,42,3,1,0,112,104,2.2,92.9,A,0,92.9,A
Rep. James McConnell (r),"McConnell, James",James,McConnell,R,Cheshire,12,Cheshire-12,377287,46,46,42,4,0,0,112,103,0,92,A,1,92.9,A
Rep. Richard Marple (r),"Marple, Richard",Richard,Marple,R,Merrimack,24,Merrimack-24,376245,46,46,39,0,7,0,112,103.5,15.2,92.4,A,0,92.4,A
Rep. Bill Kuch (r),"Kuch, Bill",Bill,Kuch,R,Merrimack,23,Merrimack-23,377244,46,46,41,5,0,0,112,103,0,92,A,0,92,A
Rep. Michael Vose (r),"Vose, Michael",Michael,Vose,R,Rockingham,9,Rockingham-9,377272,46,46,40,5,1,0,112,99.5,2.2,88.8,A-,3.5,91.9,A-
Rep. Gregory Hill (r),"Hill, Gregory",Gregory,Hill,R,Merrimack,3,Merrimack-3,376948,46,46,39,4,3,0,112,98,6.5,87.5,A-,4,91.1,A-
Rep. Michael Maloney (r),"Maloney, Michael",Michael,Maloney,R,Belknap,5,Belknap-5,408270,46,46,38,4,4,0,112,102,8.7,91.1,A-,0,91.1,A-
Rep. Steve Vaillancourt (R),"Vaillancourt, Steve",Steve,Vaillancourt,R,Hillsborough,15,Hillsborough-15,376171,39,46,34,3,2,0,92,83.5,19.6,90.8,A-,0,90.8,A-
Rep. Glenn Cordelli (r),"Cordelli, Glenn",Glenn,Cordelli,R,Carroll,4,Carroll-4,377085,46,46,34,7,5,0,112,88,10.9,78.6,B,13.5,90.7,A-
Rep. Steve Hellwig (r),"Hellwig, Steve",Steve,Hellwig,R,Hillsborough,37,Hillsborough-37,376647,46,46,37,0,9,0,112,101.5,19.6,90.6,A-,0,90.6,A-
Rep. Brian Stone (r),"Stone, Brian",Brian,Stone,R,Rockingham,1,Rockingham-1,408385,46,46,40,6,0,0,112,100,0,89.3,A-,1,90.2,A-
Rep. Eric Schleien (r),"Schleien, Eric",Eric,Schleien,R,Hillsborough,37,Hillsborough-37,377261,46,46,31,0,15,0,112,93,32.6,83,B+,8,90.1,A-
Rep. Brandon Phinney (r),"Phinney, Brandon",Brandon,Phinney,R,Strafford,24,Strafford-24,408447,46,46,33,0,13,0,112,97.5,28.3,87.1,A-,3,89.8,A-
Rep. Richard Gordon (r),"Gordon, Richard",Richard,Gordon,R,Rockingham,35,Rockingham-35,377104,46,46,41,5,0,0,112,100,0,89.3,A-,0,89.3,A-
Rep. Gerald Griffin (r),"Griffin, Gerald",Gerald,Griffin,R,Hillsborough,5,Hillsborough-5,408314,46,46,41,5,0,0,112,100,0,89.3,A-,0,89.3,A-
Rep. John Valera (r),"Valera, John",John,Valera,R,Hillsborough,38,Hillsborough-38,408361,46,46,35,1,10,0,112,99.5,21.7,88.8,A-,0,88.8,A-
Rep. Marc Abear (r),"Abear, Marc",Marc,Abear,R,Belknap,2,Belknap-2,408256,46,46,40,6,0,0,112,99,0,88.4,A-,0,88.4,A-
Rep. David Binford (R),"Binford, David",David,Binford,R,Grafton,15,Grafton-15,408297,46,46,40,6,0,0,112,99,0,88.4,A-,0,88.4,A-
Rep. Walter Kolodziej (r),"Kolodziej, Walter",Walter,Kolodziej,R,Rockingham,7,Rockingham-7,376829,46,46,38,3,5,0,112,99,10.9,88.4,A-,0,88.4,A-
Rep. Dennis Green (r),"Green, Dennis",Dennis,Green,R,Rockingham,13,Rockingham-13,377777,46,46,39,5,2,0,112,98.5,4.3,87.9,A-,0,87.9,A-
Rep. Russell Ober (r),"Ober, Russell",Russell,Ober,R,Hillsborough,37,Hillsborough-37,376506,46,46,39,5,2,0,112,97.5,4.3,87.1,A-,0.5,87.5,A-
Rep. Joseph Pitre (r),"Pitre, Joseph",Joseph,Pitre,R,Strafford,2,Strafford-2,377005,46,46,35,2,9,0,112,94.5,19.6,84.4,B+,3.5,87.5,A-
Rep. Gregory Smith (r),"Smith, Gregory",Gregory,Smith,R,Hillsborough,37,Hillsborough-37,377262,46,46,39,4,3,0,112,98,6.5,87.5,A-,0,87.5,A-
Rep. Alfred Baldasaro (r),"Baldasaro, Alfred",Alfred,Baldasaro,R,Rockingham,5,Rockingham-5,376740,46,46,39,5,2,0,112,97,4.3,86.6,B+,0.5,87,A-
Rep. Steven Beaudoin (r),"Beaudoin, Steven",Steven,Beaudoin,R,Strafford,9,Strafford-9,377067,46,46,34,0,12,0,112,97,26.1,86.6,B+,0.5,87,A-
Rep. Michael Brewster (R),"Brewster, Michael",Michael,Brewster,R,Merrimack,21,Merrimack-21,377208,46,46,39,4,3,0,112,97,6.5,86.6,B+,0,86.6,B+
Rep. Kevin Verville (r),"Verville, Kevin",Kevin,Verville,R,Rockingham,2,Rockingham-2,408388,46,46,33,1,12,0,112,97,26.1,86.6,B+,0,86.6,B+
Rep. Philip Bean (R),"Bean, Philip",Philip,Bean,R,Rockingham,21,Rockingham-21,408423,46,46,37,9,0,0,112,95,0,84.8,B+,1.5,86.1,B+
Rep. Jess Edwards (r),"Edwards, Jess",Jess,Edwards,R,Rockingham,4,Rockingham-4,408392,46,46,35,3,8,0,112,95,17.4,84.8,B+,1,85.7,B+
Rep. Natalie Wells (r),"Wells, Natalie",Natalie,Wells,R,Merrimack,25,Merrimack-25,408382,46,46,39,7,0,0,112,96,0,85.7,B+,0,85.7,B+
Rep. Peter Torosian (r),"Torosian, Peter",Peter,Torosian,R,Rockingham,14,Rockingham-14,408418,46,46,38,5,3,0,112,94.5,6.5,84.4,B+,0,84.4,B+
Rep. Steve Negron (r),"Negron, Steve",Steve,Negron,R,Hillsborough,32,Hillsborough-32,408350,46,46,37,9,0,0,112,94,0,83.9,B+,0,83.9,B+
Rep. Paul Somero (r),"Somero, Paul",Paul,Somero,R,Hillsborough,25,Hillsborough-25,408344,46,46,37,7,2,0,112,94,4.3,83.9,B+,0,83.9,B+
Rep. Robert Hull (r),"Hull, Robert",Robert,Hull,R,Grafton,9,Grafton-9,377239,46,46,30,2,14,0,112,91.5,30.4,81.7,B+,2,83.5,B+
Rep. Caleb Dyer (L),"Dyer, Caleb",Caleb,Dyer,L,Hillsborough,37,Hillsborough-37,408356,46,46,31,1,14,0,112,93,30.4,83,B+,0,83,B+
Rep. Thomas Laware (r),"Laware, Thomas",Thomas,Laware,R,Sullivan,8,Sullivan-8,376965,46,46,37,9,0,0,112,93,0,83,B+,0,83,B+
Rep. Michael Moffett (r),"Moffett, Michael",Michael,Moffett,R,Merrimack,9,Merrimack-9,407144,46,46,38,8,0,0,112,93,0,83,B+,0,83,B+
Rep. James Belanger (r),"Belanger, James",James,Belanger,R,Hillsborough,27,Hillsborough-27,376904,46,46,36,7,3,0,112,92.5,6.5,82.6,B+,0,82.6,B+
Rep. Allen Cook (r),"Cook, Allen",Allen,Cook,R,Rockingham,11,Rockingham-11,377216,46,46,34,7,5,0,112,92,10.9,82.1,B+,0,82.1,B+
Rep. Gary Hopper (r),"Hopper, Gary",Gary,Hopper,R,Hillsborough,2,Hillsborough-2,376353,46,46,35,9,2,0,112,91.5,4.3,81.7,B+,0,81.7,B+
Rep. Dave Testerman (r),"Testerman, Dave",Dave,Testerman,R,Merrimack,2,Merrimack-2,408369,46,46,35,6,5,0,112,91,10.9,81.3,B+,0,81.3,B+
Rep. Scott Wallace (r),"Wallace, Scott",Scott,Wallace,R,Rockingham,33,Rockingham-33,408431,46,46,30,0,16,0,112,91,34.8,81.3,B+,0,81.3,B+
Rep. Nick Zaricki (r),"Zaricki, Nick",Nick,Zaricki,R,Hillsborough,6,Hillsborough-6,377278,46,46,25,0,21,0,112,88,45.7,78.6,B,2,80.4,B+
Rep. Peter Hansen (r),"Hansen, Peter",Peter,Hansen,R,Hillsborough,22,Hillsborough-22,376944,46,46,36,8,2,0,112,89.5,4.3,79.9,B,0,79.9,B
Rep. Matthew Spencer (r),"Spencer, Matthew",Matthew,Spencer,R,Strafford,18,Strafford-18,408445,46,46,37,9,0,0,112,89,0,79.5,B,0,79.5,B
Rep. Carl Seidel (r),"Seidel, Carl",Carl,Seidel,R,Hillsborough,28,Hillsborough-28,376864,46,46,33,9,4,0,112,88.5,8.7,79,B,0.5,79.4,B
Rep. Lisa Freeman (r),"Freeman, Lisa",Lisa,Freeman,R,Hillsborough,12,Hillsborough-12,408324,46,46,33,6,7,0,112,88.5,15.2,79,B,0,79,B
Rep. Frank McCarthy (r),"McCarthy, Frank",Frank,McCarthy,R,Carroll,2,Carroll-2,376980,46,46,33,8,5,0,112,87,10.9,77.7,B,1.5,79,B
Rep. Kimberly Rice (r),"Rice, Kimberly",Kimberly,Rice,R,Hillsborough,37,Hillsborough-37,377259,46,46,32,7,7,0,112,87.5,15.2,78.1,B,1,79,B
Rep. Frank Sapareto (r),"Sapareto, Frank",Frank,Sapareto,R,Rockingham,6,Rockingham-6,376188,46,46,30,6,9,1,112,87,19.6,77.7,B,1.5,79,B
Rep. Amanda Bouldin (d),"Bouldin, Amanda",Amanda,Bouldin,D,Hillsborough,12,Hillsborough-12,377283,46,46,28,3,15,0,112,88,32.6,78.6,B,0,78.6,B
Rep. Robert Fisher (R),"Fisher, Robert",Robert,Fisher,R,Belknap,9,Belknap-9,377225,44,46,22,0,22,0,106,80,52.2,75.5,Inc,3,78.2,Inc
Rep. Linda Gould (r),"Gould, Linda",Linda,Gould,R,Hillsborough,7,Hillsborough-7,377299,46,46,33,10,3,0,112,86,6.5,76.8,B,1.5,78.1,B
Rep. Lynne Ober (r),"Ober, Lynne",Lynne,Ober,R,Hillsborough,37,Hillsborough-37,376609,46,46,27,2,17,0,112,88.5,37,79,B,-1,78.1,B
Rep. Anne Copp (r),"Copp, Anne",Anne,Copp,R,Merrimack,1,Merrimack-1,408750,46,46,28,2,16,0,112,86.5,34.8,77.2,B,0,77.2,B
Rep. Timothy Lang (r),"Lang, Timothy",Timothy,Lang,R,Belknap,4,Belknap-4,407925,46,46,33,12,1,0,112,86.5,2.2,77.2,B,0,77.2,B
Rep. Barbara Comtois (r),"Comtois, Barbara",Barbara,Comtois,R,Belknap,7,Belknap-7,408274,46,46,25,1,20,0,112,86,43.5,76.8,B,0,76.8,B
Rep. Duane Brown (r),"Brown, Duane",Duane,Brown,R,Grafton,16,Grafton-16,377210,46,46,24,4,18,0,112,82.5,39.1,73.7,B,3,76.4,B
Rep. Craig Moore (r),"Moore, Craig",Craig,Moore,R,Hillsborough,25,Hillsborough-25,408343,46,46,31,11,4,0,112,85,8.7,75.9,B,0,75.9,B
Rep. John Hunt (r),"Hunt, John",John,Hunt,R,Cheshire,11,Cheshire-11,372375,46,46,32,13,1,0,112,80.5,2.2,71.9,B-,4,75.5,B
Rep. Peter Spanos (r),"Spanos, Peter",Peter,Spanos,R,Belknap,3,Belknap-3,377263,46,46,33,10,3,0,112,84.5,6.5,75.4,B,0,75.4,B
Rep. Timothy Twombly (r),"Twombly, Timothy",Timothy,Twombly,R,Hillsborough,34,Hillsborough-34,377045,46,46,32,9,5,0,112,84.5,10.9,75.4,B,0,75.4,B
Rep. J. Tracy Emerick (r),"Emerick, J. Tracy",J. Tracy,Emerick,R,Rockingham,21,Rockingham-21,377094,46,46,34,12,0,0,112,84,0,75,B,0,75,B
Rep. Werner Horn (r),"Horn, Werner",Werner,Horn,R,Merrimack,2,Merrimack-2,377236,46,46,36,10,0,0,112,90,0,80.4,B+,-6,75,B
Rep. Neal Kurk (r),"Kurk, Neal",Neal,Kurk,R,Hillsborough,2,Hillsborough-2,372821,46,46,29,15,2,0,112,76,4.3,67.9,B-,8,75,B
Rep. Kenneth Weyler (r),"Weyler, Kenneth",Kenneth,Weyler,R,Rockingham,13,Rockingham-13,374470,46,46,30,11,5,0,112,82,10.9,73.2,B,2,75,B
Rep. Douglas Long (r),"Long, Douglas",Douglas,Long,R,Merrimack,4,Merrimack-4,377247,46,46,26,8,12,0,112,82,26.1,73.2,B,1,74.1,B
Rep. Reed Panasiti (r),"Panasiti, Reed",Reed,Panasiti,R,Hillsborough,22,Hillsborough-22,407523,46,46,30,11,5,0,112,83,10.9,74.1,B,0,74.1,B
Rep. Skip Rollins (r),"Rollins, Skip",Skip,Rollins,R,Sullivan,6,Sullivan-6,377163,46,46,34,12,0,0,112,83,0,74.1,B,0,74.1,B
Rep. Ryan Smith (r),"Smith, Ryan",Ryan,Smith,R,Merrimack,3,Merrimack-3,408370,46,46,29,4,13,0,112,82.5,28.3,73.7,B,0.5,74.1,B
Rep. John O'Connor (r),"O'Connor, John",John,O'Connor,R,Rockingham,6,Rockingham-6,376993,46,46,33,13,0,0,112,82,0,73.2,B,0,73.2,B
Rep. David Welch (r),"Welch, David",David,Welch,R,Rockingham,13,Rockingham-13,330795,46,46,28,13,5,0,112,78,10.9,69.6,B-,4,73.2,B
Rep. Bill Ohm (r),"Ohm, Bill",Bill,Ohm,R,Hillsborough,36,Hillsborough-36,376994,46,46,30,11,5,0,112,81.5,10.9,72.8,B-,0,72.8,B-
Rep. Claire Rouillard (r),"Rouillard, Claire",Claire,Rouillard,R,Hillsborough,6,Hillsborough-6,377260,46,46,32,12,2,0,112,81.5,4.3,72.8,B-,0,72.8,B-
Rep. Yvonne Dean-Bailey (r),"Dean-Bailey, Yvonne",Yvonne,Dean-Bailey,R,Rockingham,32,Rockingham-32,377284,46,46,31,12,3,0,112,81,6.5,72.3,B-,0,72.3,B-
Rep. Kathleen Souza (r),"Souza, Kathleen",Kathleen,Souza,R,Hillsborough,43,Hillsborough-43,376395,46,46,26,6,14,0,112,81,30.4,72.3,B-,0,72.3,B-
Rep. Stephen Darrow (r),"Darrow, Stephen",Stephen,Darrow,R,Grafton,17,Grafton-17,377217,46,46,32,12,2,0,112,80.5,4.3,71.9,B-,0,71.9,B-
Rep. Valerie Fraser (r),"Fraser, Valerie",Valerie,Fraser,R,Belknap,1,Belknap-1,377227,46,46,23,5,18,0,112,79.5,39.1,71,B-,1,71.9,B-
Rep. Elizabeth Edwards (d),"Edwards, Elizabeth",Elizabeth,Edwards,D,Hillsborough,11,Hillsborough-11,377294,46,46,27,11,8,0,112,78,17.4,69.6,B-,2.5,71.8,B-
Rep. Bonnie Ham (r),"Ham, Bonnie",Bonnie,Ham,R,Grafton,5,Grafton-5,375853,46,46,29,11,6,0,112,80,13,71.4,B-,0,71.4,B-
Rep. Barbara Biggie (r),"Biggie, Barbara",Barbara,Biggie,R,Hillsborough,23,Hillsborough-23,377207,46,46,20,10,16,0,112,69.5,34.8,62.1,C+,10,71,B-
Rep. Martin Bove (R),"Bove, Martin",Martin,Bove,R,Rockingham,5,Rockingham-5,375816,46,46,28,12,6,0,112,80,13,71.4,B-,-0.5,71,B-
Rep. Douglas Thomas (r),"Thomas, Douglas",Douglas,Thomas,R,Rockingham,5,Rockingham-5,377267,46,46,24,8,14,0,112,79.5,30.4,71,B-,0,71,B-
Rep. John Leavitt (r),"Leavitt, John",John,Leavitt,R,Merrimack,24,Merrimack-24,408381,46,46,22,5,19,0,112,79,41.3,70.5,B-,0,70.5,B-
Rep. Jody McNally (r),"McNally, Jody",Jody,McNally,R,Strafford,10,Strafford-10,408441,46,46,32,14,0,0,112,79,0,70.5,B-,0,70.5,B-
Rep. Richard Barry (r),"Barry, Richard",Richard,Barry,R,Hillsborough,21,Hillsborough-21,376711,46,46,30,14,2,0,112,78.5,4.3,70.1,B-,0,70.1,B-
Rep. Rick Ladd (r),"Ladd, Rick",Rick,Ladd,R,Grafton,4,Grafton-4,376832,46,46,29,16,1,0,112,74.5,2.2,66.5,C+,4,70.1,B-
Rep. Richard Hinch (r),"Hinch, Richard",Richard,Hinch,R,Hillsborough,21,Hillsborough-21,376823,46,46,29,17,0,0,112,75,0,67,B-,3,69.7,B-
Rep. Sherman Packard (r),"Packard, Sherman",Sherman,Packard,R,Rockingham,5,Rockingham-5,375453,46,46,30,14,2,0,112,78.5,4.3,70.1,B-,-0.5,69.7,B-
Rep. Chris Christensen (r),"Christensen, Chris",Chris,Christensen,R,Hillsborough,21,Hillsborough-21,376314,46,46,30,15,1,0,112,78,2.2,69.6,B-,0,69.6,B-
Rep. Robert Graham (r),"Graham, Robert",Robert,Graham,R,Strafford,1,Strafford-1,377324,46,46,28,11,7,0,112,78,15.2,69.6,B-,0,69.6,B-
Rep. Robert Fesh (r),"Fesh, Robert",Robert,Fesh,R,Rockingham,6,Rockingham-6,375842,46,46,30,14,2,0,112,77.5,4.3,69.2,B-,0,69.2,B-
Rep. John Manning (r),"Manning, John",John,Manning,R,Rockingham,8,Rockingham-8,376492,46,46,29,12,5,0,112,77.5,10.9,69.2,B-,0,69.2,B-
Rep. Frank Byron (r),"Byron, Frank",Frank,Byron,R,Hillsborough,20,Hillsborough-20,377078,46,46,30,16,0,0,112,77,0,68.8,B-,0,68.8,B-
Rep. Mark McConkey (r),"McConkey, Mark",Mark,McConkey,R,Carroll,3,Carroll-3,376495,46,46,30,16,0,0,112,76,0,67.9,B-,1,68.8,B-
Rep. David Milz (r),"Milz, David",David,Milz,R,Rockingham,6,Rockingham-6,377147,46,46,29,13,4,0,112,77,8.7,68.8,B-,0,68.8,B-
Rep. John Mullen (r),"Mullen, John",John,Mullen,R,Strafford,1,Strafford-1,377149,46,46,31,15,0,0,112,77,0,68.8,B-,0,68.8,B-
Rep. Charlie Burns (r),"Burns, Charlie",Charlie,Burns,R,Hillsborough,23,Hillsborough-23,408340,46,46,26,10,10,0,112,76.5,21.7,68.3,B-,0,68.3,B-
Rep. Jim Fedolfi (r),"Fedolfi, Jim",Jim,Fedolfi,R,Hillsborough,1,Hillsborough-1,408299,46,46,27,7,12,0,112,76.5,26.1,68.3,B-,0,68.3,B-
Rep. Patrick Abrami (R),"Abrami, Patrick",Patrick,Abrami,R,Rockingham,19,Rockingham-19,376897,46,46,29,17,0,0,112,76,0,67.9,B-,0,67.9,B-
Rep. John Graham (r),"Graham, John",John,Graham,R,Hillsborough,7,Hillsborough-7,376343,46,46,29,15,2,0,112,76,4.3,67.9,B-,0,67.9,B-
Rep. Carolyn Matthews (r),"Matthews, Carolyn",Carolyn,Matthews,R,Rockingham,3,Rockingham-3,377249,46,46,30,16,0,0,112,75,0,67,B-,1,67.9,B-
Rep. Charles McMahon (r),"McMahon, Charles",Charles,McMahon,R,Rockingham,7,Rockingham-7,376498,46,46,25,11,10,0,112,76,21.7,67.9,B-,0,67.9,B-
Rep. Peter Varney (r),"Varney, Peter",Peter,Varney,R,Belknap,5,Belknap-5,377271,46,46,20,5,21,0,112,76,45.7,67.9,B-,0,67.9,B-
Rep. Donald LeBrun (r),"LeBrun, Donald",Donald,LeBrun,R,Hillsborough,32,Hillsborough-32,376966,46,46,30,14,2,0,112,76.5,4.3,68.3,B-,-1,67.4,B-
Rep. Karen Umberger (r),"Umberger, Karen",Karen,Umberger,R,Carroll,2,Carroll-2,376879,46,46,29,15,2,0,112,76.5,4.3,68.3,B-,-1,67.4,B-
Rep. Richard Lascelles (r),"Lascelles, Richard",Richard,Lascelles,R,Hillsborough,20,Hillsborough-20,408331,46,46,30,16,0,0,112,75,0,67,B-,0,67,B-
Rep. Vicki Schwaegler (r),"Schwaegler, Vicki",Vicki,Schwaegler,R,Grafton,3,Grafton-3,408722,46,46,25,11,10,0,112,75,21.7,67,B-,0,67,B-
Rep. Francis Gauthier (r),"Gauthier, Francis",Francis,Gauthier,R,Sullivan,3,Sullivan-3,408451,46,46,29,17,0,0,112,76,0,67.9,B-,-1.5,66.6,C+
Rep. John Carr (r),"Carr, John",John,Carr,R,Hillsborough,26,Hillsborough-26,408345,46,46,29,16,1,0,112,74.5,2.2,66.5,C+,0,66.5,C+
Rep. John Plumer (r),"Plumer, John",John,Plumer,R,Belknap,6,Belknap-6,408272,46,46,25,9,12,0,112,74.5,26.1,66.5,C+,0,66.5,C+
