FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,CombinedPercent,CombinedGrade
Rep. Judy Aron (R),"Aron, Judy",Judy,Aron,R,Sullivan,7,Sullivan-7,408942,87,87,79,8,0,0,241,217,0,90,A-,0,90,A-
Rep. Harry  Bean (R),"Bean, Harry ",Harry ,Bean,R,Belknap,2,Belknap-2,408817,87,87,78,9,0,0,241,217,0,90,A-,0,90,A-
Rep. JP Marzullo (R),"Marzullo, JP",JP,Marzullo,R,Hillsborough,2,Hillsborough-2,408846,87,87,74,4,9,0,241,217,10.3,90,A-,0,90,A-
Rep. Jordan Ulery (R),"Ulery, Jordan",Jordan,Ulery,R,Hillsborough,37,Hillsborough-37,376635,87,87,78,9,0,0,241,217,0,90,A-,0,90,A-
Rep. Max Abramson (R),"Abramson, Max",Max,Abramson,R,Rockingham,20,Rockingham-20,377201,87,87,75,9,3,0,241,218.5,3.4,90.7,A-,-2.49999988079071,89.7,A-
Rep. Andrew Renzullo (R),"Renzullo, Andrew",Andrew,Renzullo,R,Hillsborough,37,Hillsborough-37,376618,87,87,78,9,0,0,241,216,0,89.6,A-,0,89.6,A-
Rep. Dennis Green (R),"Green, Dennis",Dennis,Green,R,Rockingham,13,Rockingham-13,377777,87,87,77,8,2,0,241,214.5,2.3,89,A-,0,89,A-
Rep. Lino Avellani (R),"Avellani, Lino",Lino,Avellani,R,Carroll,5,Carroll-5,377205,87,87,73,6,8,0,241,214,9.2,88.8,A-,0,88.8,A-
Rep. Ralph Boehm (R),"Boehm, Ralph",Ralph,Boehm,R,Hillsborough,20,Hillsborough-20,376553,87,87,77,10,0,0,241,212,0,88,A-,1.83333337306976,88.8,A-
Rep. Douglas Thomas (R),"Thomas, Douglas",Douglas,Thomas,R,Rockingham,5,Rockingham-5,377267,87,87,78,9,0,0,241,214,0,88.8,A-,0,88.8,A-
Rep. Michael Furbush (R),"Furbush, Michael",Michael,Furbush,R,Coos,1,Coos-1,408831,87,87,70,4,13,0,241,213.5,14.9,88.6,A-,0,88.6,A-
Rep. Deborah Hobson (R),"Hobson, Deborah",Deborah,Hobson,R,Rockingham,35,Rockingham-35,408927,87,87,77,9,1,0,241,213.5,1.1,88.6,A-,0,88.6,A-
Rep. Gregory Hill (R),"Hill, Gregory",Gregory,Hill,R,Merrimack,3,Merrimack-3,376948,87,87,77,7,3,0,241,214,3.4,88.8,A-,-0.666666656732559,88.5,A-
Rep. John Potucek (R),"Potucek, John",John,Potucek,R,Rockingham,6,Rockingham-6,377257,87,87,77,10,0,0,241,212,0,88,A-,1.16666665673255,88.5,A-
Rep. Larry Gagne (R),"Gagne, Larry",Larry,Gagne,R,Hillsborough,13,Hillsborough-13,376814,87,87,77,10,0,0,241,211,0,87.6,A-,2,88.4,A-
Rep. Mary Griffin (R),"Griffin, Mary",Mary,Griffin,R,Rockingham,7,Rockingham-7,376126,87,87,77,10,0,0,241,213,0,88.4,A-,0,88.4,A-
Rep. Richard Lascelles (R),"Lascelles, Richard",Richard,Lascelles,R,Hillsborough,20,Hillsborough-20,408331,87,87,77,9,1,0,241,213,1.1,88.4,A-,0,88.4,A-
Rep. Linda Camarota (R),"Camarota, Linda",Linda,Camarota,R,Hillsborough,7,Hillsborough-7,408849,87,87,76,8,3,0,241,212.5,3.4,88.2,A-,0,88.2,A-
Rep. Deanna Jurius (R),"Jurius, Deanna",Deanna,Jurius,R,Belknap,2,Belknap-2,408818,87,87,76,8,3,0,241,212.5,3.4,88.2,A-,0,88.2,A-
Rep. Keith  Erf (R),"Erf, Keith ",Keith ,Erf,R,Hillsborough,2,Hillsborough-2,408845,87,87,75,8,4,0,241,211.5,4.6,87.8,A-,0,87.8,A-
Rep. Lynne Ober (R),"Ober, Lynne",Lynne,Ober,R,Hillsborough,37,Hillsborough-37,376609,87,87,65,4,18,0,241,211,20.7,87.6,A-,0.5,87.8,A-
Rep. Glenn Cordelli (R),"Cordelli, Glenn",Glenn,Cordelli,R,Carroll,4,Carroll-4,377085,87,87,73,7,7,0,241,209.5,8,86.9,B+,0.833333313465118,87.2,A-
Rep. Richard Hinch (R),"Hinch, Richard",Richard,Hinch,R,Hillsborough,21,Hillsborough-21,376823,87,87,77,10,0,0,241,212,0,88,A-,-2,87.2,A-
Rep. Kenneth Weyler (R),"Weyler, Kenneth",Kenneth,Weyler,R,Rockingham,13,Rockingham-13,374470,87,87,76,10,1,0,241,211.5,1.1,87.8,A-,-1.5,87.2,A-
Rep. Phyllis Katsakiores (R),"Katsakiores, Phyllis",Phyllis,Katsakiores,R,Rockingham,6,Rockingham-6,332247,87,87,74,10,3,0,241,209.5,3.4,86.9,B+,0,86.9,B+
Rep. Jonathan  Mackie (R),"Mackie, Jonathan ",Jonathan ,Mackie,R,Belknap,2,Belknap-2,408819,87,87,72,6,9,0,241,209.5,10.3,86.9,B+,0,86.9,B+
Rep. Jason Osborne (R),"Osborne, Jason",Jason,Osborne,R,Rockingham,4,Rockingham-4,377253,87,87,69,5,13,0,241,208,14.9,86.3,B+,1.33333337306976,86.9,B+
Rep. Sherman Packard (R),"Packard, Sherman",Sherman,Packard,R,Rockingham,5,Rockingham-5,375453,87,87,76,11,0,0,241,209,0,86.7,B+,0,86.7,B+
Rep. Mark McLean (R),"McLean, Mark",Mark,McLean,R,Hillsborough,44,Hillsborough-44,377251,87,87,68,6,13,0,241,206,14.9,85.5,B+,2.66666674613952,86.6,B+
Rep. Peter Torosian (R),"Torosian, Peter",Peter,Torosian,R,Rockingham,14,Rockingham-14,408418,87,87,70,7,10,0,241,208,11.5,86.3,B+,0.666666686534881,86.6,B+
Rep. Joel Desilets (R),"Desilets, Joel",Joel,Desilets,R,Rockingham,7,Rockingham-7,408907,87,87,74,13,0,0,241,208,0,86.3,B+,0,86.3,B+
Rep. Debra DeSimone (R),"DeSimone, Debra",Debra,DeSimone,R,Rockingham,14,Rockingham-14,376807,87,87,72,9,6,0,241,208,6.9,86.3,B+,0,86.3,B+
Rep. Thomas Laware (R),"Laware, Thomas",Thomas,Laware,R,Sullivan,8,Sullivan-8,376965,87,87,76,11,0,0,241,208,0,86.3,B+,0,86.3,B+
Rep. Michael Gunski (R),"Gunski, Michael",Michael,Gunski,R,Hillsborough,6,Hillsborough-6,408951,87,87,70,7,10,0,241,207.5,11.5,86.1,B+,0,86.1,B+
Rep. Thomas Walsh (R),"Walsh, Thomas",Thomas,Walsh,R,Merrimack,24,Merrimack-24,377187,87,87,69,7,11,0,241,207.5,12.6,86.1,B+,0,86.1,B+
Rep. Gary Hopper (R),"Hopper, Gary",Gary,Hopper,R,Hillsborough,2,Hillsborough-2,376353,87,87,69,6,12,0,241,207,13.8,85.9,B+,0,85.9,B+
Rep. Dave Testerman (R),"Testerman, Dave",Dave,Testerman,R,Merrimack,2,Merrimack-2,408369,87,87,73,9,5,0,241,206.5,5.7,85.7,B+,0,85.7,B+
Rep. Kevin Verville (R),"Verville, Kevin",Kevin,Verville,R,Rockingham,2,Rockingham-2,408388,87,87,63,2,22,0,241,206.5,25.3,85.7,B+,0,85.7,B+
Rep. Brian Chirichiello (R),"Chirichiello, Brian",Brian,Chirichiello,R,Rockingham,6,Rockingham-6,376917,87,87,70,11,6,0,241,206,6.9,85.5,B+,0,85.5,B+
Rep. John Janigian (R),"Janigian, John",John,Janigian,R,Rockingham,8,Rockingham-8,408412,87,87,75,12,0,0,241,206,0,85.5,B+,0,85.5,B+
Rep. John  Callum (R),"Callum, John ",John ,Callum,R,Sullivan,6,Sullivan-6,408956,87,87,69,9,9,0,241,205.5,10.3,85.3,B+,0,85.3,B+
Rep. Fred Plett (R),"Plett, Fred",Fred,Plett,R,Hillsborough,6,Hillsborough-6,408952,87,87,67,9,11,0,241,205.5,12.6,85.3,B+,0,85.3,B+
Rep. Linda Gould (R),"Gould, Linda",Linda,Gould,R,Hillsborough,7,Hillsborough-7,377299,87,87,69,9,9,0,241,205,10.3,85.1,B+,0,85.1,B+
Rep. Peter Hayward (R),"Hayward, Peter",Peter,Hayward,R,Strafford,1,Strafford-1,408928,87,87,74,13,0,0,241,205,0,85.1,B+,0,85.1,B+
Rep. David Welch (R),"Welch, David",David,Welch,R,Rockingham,13,Rockingham-13,330795,87,87,72,14,1,0,241,200,1.1,83,B+,5,85.1,B+
Rep. Michael Harrington (R),"Harrington, Michael",Michael,Harrington,R,Strafford,3,Strafford-3,376347,87,87,59,4,24,0,241,197.5,27.6,82,B+,7.33333325386047,85,B+
Rep. Jack Flanagan (R),"Flanagan, Jack",Jack,Flanagan,R,Hillsborough,26,Hillsborough-26,376936,87,87,67,7,13,0,241,204,14.9,84.6,B+,0,84.6,B+
Rep. Jason Janvrin (R),"Janvrin, Jason",Jason,Janvrin,R,Rockingham,37,Rockingham-37,408422,87,87,71,13,3,0,241,202.5,3.4,84,B+,1.5,84.6,B+
Rep. Russell Ober (R),"Ober, Russell",Russell,Ober,R,Hillsborough,37,Hillsborough-37,376506,87,87,62,6,19,0,241,204,21.8,84.6,B+,0,84.6,B+
Rep. James Spillane (R),"Spillane, James",James,Spillane,R,Rockingham,2,Rockingham-2,377264,87,87,62,8,17,0,241,198,19.5,82.2,B+,5.50000014901161,84.5,B+
Rep. Joe Alexander (R),"Alexander, Joe",Joe,Alexander,R,Hillsborough,6,Hillsborough-6,408950,87,87,71,14,2,0,241,202.5,2.3,84,B+,0,84,B+
Rep. George Feeney (R),"Feeney, George",George,Feeney,R,Belknap,5,Belknap-5,408821,87,87,68,10,9,0,241,202.5,10.3,84,B+,0,84,B+
Rep. Fred Doucette (R),"Doucette, Fred",Fred,Doucette,R,Rockingham,8,Rockingham-8,377220,87,87,69,11,7,0,241,201,8,83.4,B+,0,83.4,B+
Rep. Patrick Abrami (R),"Abrami, Patrick",Patrick,Abrami,R,Rockingham,19,Rockingham-19,376897,87,87,72,15,0,0,241,201,0,83.4,B+,-0.333333313465118,83.3,B+
Rep. Steven Smith (R),"Smith, Steven",Steven,Smith,R,Sullivan,11,Sullivan-11,377031,87,87,69,11,7,0,241,200,8,83,B+,0.33333334326744,83.1,B+
Rep. John Sytek (R),"Sytek, John",John,Sytek,R,Rockingham,8,Rockingham-8,375692,87,87,69,12,6,0,241,200,6.9,83,B+,0,83,B+
Rep. Daryl Abbas (R),"Abbas, Daryl",Daryl,Abbas,R,Rockingham,8,Rockingham-8,408908,87,87,68,11,8,0,241,199.5,9.2,82.8,B+,0,82.8,B+
Rep. Joseph Pitre (R),"Pitre, Joseph",Joseph,Pitre,R,Strafford,2,Strafford-2,377005,87,87,66,10,11,0,241,199.5,12.6,82.8,B+,0,82.8,B+
Rep. James Belanger (R),"Belanger, James",James,Belanger,R,Hillsborough,27,Hillsborough-27,376904,87,87,61,8,18,0,241,199,20.7,82.6,B+,0,82.6,B+
Rep. James Horgan (R),"Horgan, James",James,Horgan,R,Strafford,2,Strafford-2,408434,87,87,68,11,8,0,241,198.5,9.2,82.4,B+,0,82.4,B+
Rep. Kimberly Rice (R),"Rice, Kimberly",Kimberly,Rice,R,Hillsborough,37,Hillsborough-37,377259,87,87,64,9,14,0,241,198.5,16.1,82.4,B+,0,82.4,B+
Rep. Scott Wallace (R),"Wallace, Scott",Scott,Wallace,R,Rockingham,12,Rockingham-12,408431,87,87,62,7,18,0,241,196.5,20.7,81.5,B+,2,82.3,B+
Rep. William Marsh (R),"Marsh, William",William,Marsh,R,Carroll,8,Carroll-8,408279,87,87,73,14,0,0,241,199,0,82.6,B+,-1,82.2,B+
Rep. Mark Pearson (R),"Pearson, Mark",Mark,Pearson,R,Rockingham,34,Rockingham-34,408749,87,87,70,13,4,0,241,197.5,4.6,82,B+,0,82,B+
Rep. David Milz (R),"Milz, David",David,Milz,R,Rockingham,6,Rockingham-6,377147,87,87,60,9,18,0,241,196.5,20.7,81.5,B+,0,81.5,B+
Rep. Jody McNally (R),"McNally, Jody",Jody,McNally,R,Strafford,10,Strafford-10,408441,87,87,64,9,14,0,241,196,16.1,81.3,B+,0,81.3,B+
Rep. Troy Merner (R),"Merner, Troy",Troy,Merner,R,Coos,7,Coos-7,408060,87,87,68,10,9,0,241,200,10.3,83,B+,-4,81.3,B+
Rep. Katherine Prudhomme-O'Brien (R),"Prudhomme-O'Brien, Katherine",Katherine,Prudhomme-O'Brien,R,Rockingham,6,Rockingham-6,377258,87,87,67,11,9,0,241,196.5,10.3,81.5,B+,-0.666666656732559,81.2,B+
Rep. Walter Kolodziej (R),"Kolodziej, Walter",Walter,Kolodziej,R,Rockingham,7,Rockingham-7,376829,87,87,66,9,12,0,241,195.5,13.8,81.1,B+,0,81.1,B+
Rep. Kathleen Hoelzel (R),"Hoelzel, Kathleen",Kathleen,Hoelzel,R,Rockingham,3,Rockingham-3,373860,87,87,66,15,6,0,241,195,6.9,80.9,B+,0,80.9,B+
Rep. Mona Perreault (R),"Perreault, Mona",Mona,Perreault,R,Strafford,24,Strafford-24,408939,87,87,66,8,13,0,241,195,14.9,80.9,B+,0,80.9,B+
Rep. Werner Horn (R),"Horn, Werner",Werner,Horn,R,Merrimack,2,Merrimack-2,377236,87,87,69,18,0,0,241,194,0,80.5,B+,0.83333334326744,80.8,B+
Rep. Steven Beaudoin (R),"Beaudoin, Steven",Steven,Beaudoin,R,Strafford,9,Strafford-9,377067,87,87,59,8,20,0,241,194.5,23,80.7,B+,0,80.7,B+
Rep. John MacDonald (R),"MacDonald, John",John,MacDonald,R,Carroll,6,Carroll-6,408825,87,87,66,13,8,0,241,194.5,9.2,80.7,B+,0,80.7,B+
Rep. Peter Spanos (R),"Spanos, Peter",Peter,Spanos,R,Belknap,3,Belknap-3,377263,87,87,66,11,10,0,241,194,11.5,80.5,B+,0,80.5,B+
Rep. Al Baldasaro (R),"Baldasaro, Al",Al,Baldasaro,R,Rockingham,5,Rockingham-5,376740,87,87,61,9,17,0,241,193.5,19.5,80.3,B+,5.96046447753906E-08,80.3,B+
Rep. Gates Lucas (R),"Lucas, Gates",Gates,Lucas,R,Sullivan,2,Sullivan-2,408940,87,87,61,6,20,0,241,192.5,23,79.9,B,0,79.9,B
Rep. James Allard (R),"Allard, James",James,Allard,R,Merrimack,21,Merrimack-21,408893,87,87,70,17,0,0,241,192,0,79.7,B,0,79.7,B
Rep. John Graham (R),"Graham, John",John,Graham,R,Hillsborough,7,Hillsborough-7,376343,87,87,62,12,13,0,241,193.5,14.9,80.3,B+,-1.5,79.7,B
Rep. Kevin Pratt (R),"Pratt, Kevin",Kevin,Pratt,R,Rockingham,3,Rockingham-3,408900,87,87,62,11,14,0,241,192,16.1,79.7,B,0,79.7,B
Rep. Stephen Pearson (R),"Pearson, Stephen",Stephen,Pearson,R,Rockingham,6,Rockingham-6,408906,87,87,69,15,3,0,241,191,3.4,79.3,B,0,79.3,B
Rep. Reed Panasiti (R),"Panasiti, Reed",Reed,Panasiti,R,Hillsborough,22,Hillsborough-22,407523,87,87,57,7,23,0,241,190,26.4,78.8,B,0.33333334326744,78.9,B
Rep. Skip Rollins (R),"Rollins, Skip",Skip,Rollins,R,Sullivan,6,Sullivan-6,377163,87,87,69,18,0,0,241,190,0,78.8,B,0.33333334326744,78.9,B
Rep. Mark Proulx (R),"Proulx, Mark",Mark,Proulx,R,Hillsborough,44,Hillsborough-44,377007,87,87,63,14,10,0,241,190,11.5,78.8,B,0,78.8,B
Rep. Vincent Paul Migliore (R),"Migliore, Vincent Paul",Vincent Paul,Migliore,R,Grafton,9,Grafton-9,408809,87,87,64,9,14,0,241,192,16.1,79.7,B,-3,78.5,B
Rep. Arthur Barnes (R),"Barnes, Arthur",Arthur,Barnes,R,Rockingham,8,Rockingham-8,377206,87,87,66,16,5,0,241,189,5.7,78.4,B,0,78.4,B
Rep. Tom Dolan (R),"Dolan, Tom",Tom,Dolan,R,Rockingham,5,Rockingham-5,408903,87,87,59,14,14,0,241,189,16.1,78.4,B,0,78.4,B
Rep. John Hunt (R),"Hunt, John",John,Hunt,R,Cheshire,11,Cheshire-11,372375,87,87,58,7,22,0,241,189,25.3,78.4,B,0,78.4,B
Rep. Charles McMahon (R),"McMahon, Charles",Charles,McMahon,R,Rockingham,7,Rockingham-7,376498,87,87,67,13,7,0,241,190.5,8,79,B,-1.5,78.4,B
Rep. Edward DeClercq (R),"DeClercq, Edward",Edward,DeClercq,R,Rockingham,8,Rockingham-8,408909,87,87,63,12,12,0,241,188.5,13.8,78.2,B,0,78.2,B
Rep. Robert Harb (R),"Harb, Robert",Robert,Harb,R,Rockingham,14,Rockingham-14,408914,87,87,67,18,2,0,241,188.5,2.3,78.2,B,0,78.2,B
Rep. Rick Ladd (R),"Ladd, Rick",Rick,Ladd,R,Grafton,4,Grafton-4,376832,87,87,66,14,7,0,241,187.5,8,77.8,B,-0.5,77.6,B
Rep. Jim Fedolfi (R),"Fedolfi, Jim",Jim,Fedolfi,R,Hillsborough,1,Hillsborough-1,408299,87,87,56,5,26,0,241,186,29.9,77.2,B,0,77.2,B
Rep. Barbara Griffin (R),"Griffin, Barbara",Barbara,Griffin,R,Hillsborough,6,Hillsborough-6,377233,87,87,55,7,25,0,241,186,28.7,77.2,B,0,77.2,B
Rep. Abigail Rooney (R),"Rooney, Abigail",Abigail,Rooney,R,Strafford,1,Strafford-1,408929,87,87,54,7,26,0,241,185.5,29.9,77,B,0,77,B
Rep. Erin Hennessey (R),"Hennessey, Erin",Erin,Hennessey,R,Grafton,1,Grafton-1,377235,87,87,56,7,24,0,241,186.5,27.6,77.4,B,-1.5,76.8,B
Rep. Charles Burns (R),"Burns, Charles",Charles,Burns,R,Hillsborough,23,Hillsborough-23,408340,87,87,56,12,19,0,241,184.5,21.8,76.6,B,0,76.6,B
Rep. William Fowler (R),"Fowler, William",William,Fowler,R,Rockingham,20,Rockingham-20,408919,87,87,49,4,34,0,241,182.5,39.1,75.7,B,1.83333334326744,76.5,B
Rep. Dennis Fields (R),"Fields, Dennis",Dennis,Fields,R,Belknap,4,Belknap-4,369207,87,87,67,20,0,0,241,183,0,75.9,B,0,75.9,B
Rep. Timothy Lang (R),"Lang, Timothy",Timothy,Lang,R,Belknap,4,Belknap-4,407925,87,87,53,10,24,0,241,182,27.6,75.5,B,0.83333334326744,75.8,B
Rep. Mac Kittredge (R),"Kittredge, Mac",Mac,Kittredge,R,Strafford,12,Strafford-12,408933,87,87,56,7,24,0,241,181.5,27.6,75.3,B,0,75.3,B
Rep. John Klose (R),"Klose, John",John,Klose,R,Merrimack,21,Merrimack-21,374140,87,87,57,8,22,0,241,181.5,25.3,75.3,B,0,75.3,B
Rep. John O'Connor (R),"O'Connor, John",John,O'Connor,R,Rockingham,6,Rockingham-6,376993,87,87,43,6,38,0,241,179,43.7,74.3,B,2.5,75.3,B
Rep. Franklin Tilton (R),"Tilton, Franklin",Franklin,Tilton,R,Belknap,3,Belknap-3,376632,87,87,54,9,24,0,241,181.5,27.6,75.3,B,0,75.3,B
Rep. David Danielson (R),"Danielson, David",David,Danielson,R,Hillsborough,7,Hillsborough-7,377089,87,87,58,20,9,0,241,178.5,10.3,74.1,B,1.5,74.7,B
Rep. Paul Somero (R),"Somero, Paul",Paul,Somero,R,Hillsborough,25,Hillsborough-25,408344,87,87,53,7,27,0,241,180,31,74.7,B,0,74.7,B
Rep. Harry Viens (R),"Viens, Harry",Harry,Viens,R,Belknap,1,Belknap-1,408816,87,87,59,16,12,0,241,180,13.8,74.7,B,0,74.7,B
Rep. Robert Elliott (R),"Elliott, Robert",Robert,Elliott,R,Rockingham,8,Rockingham-8,376744,87,87,48,6,33,0,241,178.5,37.9,74.1,B,0,74.1,B
Rep. James Webb (R),"Webb, James",James,Webb,R,Rockingham,6,Rockingham-6,377050,87,87,45,6,36,0,241,173.5,41.4,72,B-,2,72.8,B-
Rep. Richard Barry (R),"Barry, Richard",Richard,Barry,R,Hillsborough,21,Hillsborough-21,376711,87,87,54,11,22,0,241,176,25.3,73,B,-1.5,72.4,B-
Rep. Aboul Khan (R),"Khan, Aboul",Aboul,Khan,R,Rockingham,20,Rockingham-20,377130,87,87,56,14,17,0,241,176.5,19.5,73.2,B,-2.5,72.2,B-
Rep. Walter Stapleton (R),"Stapleton, Walter",Walter,Stapleton,R,Sullivan,5,Sullivan-5,408955,87,87,63,23,1,0,241,173.5,1.1,72,B-,0.33333334326744,72.1,B-
Rep. Michael Trento (R),"Trento, Michael",Michael,Trento,R,Hillsborough,7,Hillsborough-7,408851,74,87,34,3,37,0,216,155,57.5,71.8,Inc,0,71.8,Inc
Rep. Robert Forsythe (R),"Forsythe, Robert",Robert,Forsythe,R,Merrimack,8,Merrimack-8,408948,87,87,39,4,44,0,241,170,50.6,70.5,Inc,2.66666674613952,71.6,Inc
Rep. Joseph Guthrie (R),"Guthrie, Joseph",Joseph,Guthrie,R,Rockingham,13,Rockingham-13,376127,87,87,49,10,28,0,241,172.5,32.2,71.6,B-,0,71.6,B-
Rep. Becky Owens (R),"Owens, Becky",Becky,Owens,R,Rockingham,4,Rockingham-4,408901,87,87,40,1,46,0,241,172.5,52.9,71.6,Inc,0,71.6,Inc
Rep. Bill Nelson (R),"Nelson, Bill",Bill,Nelson,R,Carroll,5,Carroll-5,377154,87,87,50,10,27,0,241,171.5,31,71.2,B-,0,71.2,B-
